"game_date","time","home_team","away_team","spread","over_vig","under_vig"
2023-02-09,"03:10:00Z","Los Angeles Clippers","Dallas Mavericks",7.5,1.95,1.85
2023-02-09,"03:10:00Z","Portland Trail Blazers","Golden State Warriors",3.5,1.9,1.9
2023-02-10,"00:10:00Z","Orlando Magic","Denver Nuggets",-6.5,1.9,1.9
2023-02-10,"00:30:00Z","Brooklyn Nets","Chicago Bulls",-3,1.9,1.9
2023-02-10,"00:40:00Z","Atlanta Hawks","Phoenix Suns",NA,NA,NA
2023-02-10,"03:00:00Z","Los Angeles Lakers","Milwaukee Bucks",5.5,1.85,1.95
2023-02-11,"00:10:00Z","Detroit Pistons","San Antonio Spurs",-3.5,1.9,1.9
2023-02-11,"00:10:00Z","Indiana Pacers","Phoenix Suns",1.5,1.85,1.95
2023-02-11,"00:10:00Z","Philadelphia 76ers","New York Knicks",5,1.9,1.9
2023-02-11,"00:40:00Z","Boston Celtics","Charlotte Hornets",-10.5,1.9,1.9
2023-02-11,"00:40:00Z","Toronto Raptors","Utah Jazz",-8,1.9,1.9
2023-02-11,"01:10:00Z","Miami Heat","Houston Rockets",11,1.85,1.95
2023-02-11,"01:10:00Z","Memphis Grizzlies","Minnesota Timberwolves",-9,1.9,1.9
2023-02-11,"03:10:00Z","New Orleans Pelicans","Cleveland Cavaliers",-3,1.9,1.9
2023-02-11,"03:10:00Z","Sacramento Kings","Dallas Mavericks",1.5,1.9,1.9
2023-02-11,"03:10:00Z","Portland Trail Blazers","Oklahoma City Thunder",3,1.95,1.85
2023-02-11,"03:40:00Z","Los Angeles Clippers","Milwaukee Bucks",-1.5,1.9,1.9
2023-02-11,"23:10:00Z","Brooklyn Nets","Philadelphia 76ers",2.5,1.9,1.9
2023-02-12,"00:10:00Z","Charlotte Hornets","Denver Nuggets",8.5,1.95,1.85
2023-02-12,"00:10:00Z","Washington Wizards","Indiana Pacers",5.5,1.9,1.9
2023-02-12,"00:10:00Z","Orlando Magic","Miami Heat",-2,1.9,1.9
2023-02-12,"00:40:00Z","Atlanta Hawks","San Antonio Spurs",-11.5,1.9,1.9
2023-02-12,"00:40:00Z","New York Knicks","Utah Jazz",-5,1.9,1.9
2023-02-12,"01:10:00Z","Cleveland Cavaliers","Chicago Bulls",5.5,1.9,1.9
2023-02-12,"01:40:00Z","Golden State Warriors","Los Angeles Lakers",-3.5,1.9,1.9
2023-02-12,"03:10:00Z","Sacramento Kings","Dallas Mavericks",2.5,1.9,1.9
2023-02-12,"19:10:00Z","Boston Celtics","Memphis Grizzlies",-4,1.9,1.9
2023-02-12,"20:10:00Z","Toronto Raptors","Detroit Pistons",10,1.9,1.9
2023-02-14,"00:10:00Z","Charlotte Hornets","Atlanta Hawks",-5.5,1.95,1.85
2023-02-14,"00:10:00Z","Cleveland Cavaliers","San Antonio Spurs",-15,1.9,1.9
2023-02-14,"00:10:00Z","Philadelphia 76ers","Houston Rockets",14.5,1.9,1.9
2023-02-14,"00:10:00Z","Indiana Pacers","Utah Jazz",-1.5,1.9,1.9
2023-02-14,"00:40:00Z","New York Knicks","Brooklyn Nets",2,1.9,1.9
2023-02-14,"00:40:00Z","Miami Heat","Denver Nuggets",1.5,1.9,1.9
2023-02-14,"01:10:00Z","Chicago Bulls","Orlando Magic",-5,1.9,1.9
2023-02-14,"01:10:00Z","Oklahoma City Thunder","New Orleans Pelicans",2.5,1.9,1.9
2023-02-14,"01:40:00Z","Dallas Mavericks","Minnesota Timberwolves",-7.5,1.9,1.9
2023-02-14,"03:10:00Z","Golden State Warriors","Washington Wizards",-4,1.9,1.9
2023-02-14,"03:10:00Z","Portland Trail Blazers","Los Angeles Lakers",2.5,1.9,1.9
2023-02-15,"00:30:00Z","Milwaukee Bucks","Boston Celtics",9.5,1.9,1.9
2023-02-15,"00:40:00Z","Toronto Raptors","Orlando Magic",6.5,1.9,1.9
2023-02-15,"02:10:00Z","Phoenix Suns","Sacramento Kings",-3,1.9,1.9
2023-02-15,"03:00:00Z","Los Angeles Clippers","Golden State Warriors",9,1.85,1.95
2023-02-15,"03:10:00Z","Portland Trail Blazers","Washington Wizards",-3.5,1.9,1.9
2023-02-16,"00:10:00Z","Charlotte Hornets","San Antonio Spurs",-6.5,1.95,1.85
2023-02-16,"00:10:00Z","Indiana Pacers","Chicago Bulls",2.5,1.9,1.9
2023-02-16,"00:40:00Z","Atlanta Hawks","New York Knicks",-3,1.9,1.9
2023-02-16,"00:40:00Z","Boston Celtics","Detroit Pistons",-8.5,1.85,1.95
2023-02-16,"00:40:00Z","Brooklyn Nets","Miami Heat",1.5,1.85,1.95
2023-02-16,"00:40:00Z","Philadelphia 76ers","Cleveland Cavaliers",2.5,1.9,1.9
2023-02-16,"01:10:00Z","Oklahoma City Thunder","Houston Rockets",9,1.9,1.9
2023-02-16,"01:10:00Z","Memphis Grizzlies","Utah Jazz",-7.5,1.9,1.9
2023-02-16,"02:10:00Z","Denver Nuggets","Dallas Mavericks",6.5,1.95,1.85
2023-02-16,"03:10:00Z","Los Angeles Lakers","New Orleans Pelicans",-3,1.9,1.9
2023-02-17,"00:30:00Z","Chicago Bulls","Milwaukee Bucks",7,1.9,1.9
2023-02-17,"01:10:00Z","Minnesota Timberwolves","Washington Wizards",-3,1.9,1.9
2023-02-17,"03:00:00Z","Phoenix Suns","Los Angeles Clippers",1.5,1.85,1.95
2023-02-17,"03:00:00Z","Phoenix Suns","Los Angeles Clippers",NA,NA,NA
2023-02-17,"03:00:00Z","Phoenix Suns","Los Angeles Clippers",NA,NA,NA
2023-02-17,"03:00:00Z","Phoenix Suns","Los Angeles Clippers",NA,NA,NA
2023-02-24,"00:10:00Z","Indiana Pacers","Boston Celtics",NA,NA,NA
2023-02-24,"00:10:00Z","Cleveland Cavaliers","Denver Nuggets",NA,NA,NA
2023-02-24,"00:10:00Z","Orlando Magic","Detroit Pistons",NA,NA,NA
2023-02-24,"00:30:00Z","Philadelphia 76ers","Memphis Grizzlies",NA,NA,NA
2023-02-24,"00:40:00Z","Toronto Raptors","New Orleans Pelicans",NA,NA,NA
2023-02-24,"01:40:00Z","Dallas Mavericks","San Antonio Spurs",NA,NA,NA
2023-02-24,"02:10:00Z","Utah Jazz","Oklahoma City Thunder",NA,NA,NA
2023-02-24,"03:00:00Z","Los Angeles Lakers","Golden State Warriors",NA,NA,NA
2023-02-24,"03:10:00Z","Sacramento Kings","Portland Trail Blazers",NA,NA,NA
2023-02-24,"00:10:00Z","Indiana Pacers","Boston Celtics",-8,1.9,1.9
2023-02-24,"00:10:00Z","Cleveland Cavaliers","Denver Nuggets",-2.5,1.9,1.9
2023-02-24,"00:10:00Z","Orlando Magic","Detroit Pistons",6.5,1.95,1.85
2023-02-24,"00:30:00Z","Philadelphia 76ers","Memphis Grizzlies",4,1.9,1.9
2023-02-24,"00:40:00Z","Toronto Raptors","New Orleans Pelicans",3.5,1.9,1.9
2023-02-24,"01:40:00Z","Dallas Mavericks","San Antonio Spurs",-13.5,1.9,1.9
2023-02-24,"02:10:00Z","Utah Jazz","Oklahoma City Thunder",3,1.9,1.9
2023-02-24,"03:00:00Z","Los Angeles Lakers","Golden State Warriors",4.5,1.9,1.9
2023-02-24,"03:10:00Z","Sacramento Kings","Portland Trail Blazers",5.5,1.9,1.9
2023-02-24,"00:10:00Z","Indiana Pacers","Boston Celtics",-8,1.9,1.9
2023-02-24,"00:10:00Z","Cleveland Cavaliers","Denver Nuggets",-2.5,1.9,1.9
2023-02-24,"00:10:00Z","Orlando Magic","Detroit Pistons",6.5,1.9,1.9
2023-02-24,"00:30:00Z","Philadelphia 76ers","Memphis Grizzlies",4,1.9,1.9
2023-02-24,"00:40:00Z","Toronto Raptors","New Orleans Pelicans",4,1.9,1.9
2023-02-24,"01:40:00Z","Dallas Mavericks","San Antonio Spurs",-13.5,1.9,1.9
2023-02-24,"02:10:00Z","Utah Jazz","Oklahoma City Thunder",2.5,1.9,1.9
2023-02-24,"03:00:00Z","Los Angeles Lakers","Golden State Warriors",4.5,1.95,1.85
2023-02-24,"03:10:00Z","Sacramento Kings","Portland Trail Blazers",5.5,1.9,1.9
2023-02-25,"00:10:00Z","Washington Wizards","New York Knicks",2.5,1.9,1.9
2023-02-25,"00:40:00Z","Atlanta Hawks","Cleveland Cavaliers",-2,1.9,1.9
2023-02-25,"00:40:00Z","Milwaukee Bucks","Miami Heat",1.5,1.9,1.9
2023-02-25,"01:10:00Z","Chicago Bulls","Brooklyn Nets",1.5,1.9,1.9
2023-02-25,"01:10:00Z","Minnesota Timberwolves","Charlotte Hornets",7.5,1.95,1.85
2023-02-25,"03:10:00Z","Golden State Warriors","Houston Rockets",-9,1.9,1.9
2023-02-25,"03:10:00Z","Phoenix Suns","Oklahoma City Thunder",7.5,1.9,1.9
2023-02-25,"03:40:00Z","Los Angeles Clippers","Sacramento Kings",-6.5,1.9,1.9
2023-02-24,"00:10:00Z","Indiana Pacers","Boston Celtics",-8.5,1.95,1.85
2023-02-24,"00:10:00Z","Cleveland Cavaliers","Denver Nuggets",-2.5,1.85,1.95
2023-02-24,"00:10:00Z","Orlando Magic","Detroit Pistons",6.5,1.95,1.85
2023-02-24,"00:30:00Z","Philadelphia 76ers","Memphis Grizzlies",4,1.9,1.9
2023-02-24,"00:40:00Z","Toronto Raptors","New Orleans Pelicans",5.5,1.9,1.9
2023-02-24,"01:40:00Z","Dallas Mavericks","San Antonio Spurs",-13.5,1.9,1.9
2023-02-24,"02:10:00Z","Utah Jazz","Oklahoma City Thunder",2,1.85,1.95
2023-02-24,"03:00:00Z","Los Angeles Lakers","Golden State Warriors",5.5,1.9,1.9
2023-02-24,"03:10:00Z","Sacramento Kings","Portland Trail Blazers",6,1.9,1.9
2023-02-25,"00:10:00Z","Washington Wizards","New York Knicks",2.5,1.85,1.95
2023-02-25,"00:40:00Z","Atlanta Hawks","Cleveland Cavaliers",-2,1.9,1.9
2023-02-25,"00:40:00Z","Milwaukee Bucks","Miami Heat",1.5,1.85,1.95
2023-02-25,"01:10:00Z","Chicago Bulls","Brooklyn Nets",1.5,1.85,1.95
2023-02-25,"01:10:00Z","Minnesota Timberwolves","Charlotte Hornets",7.5,1.95,1.85
2023-02-25,"03:10:00Z","Golden State Warriors","Houston Rockets",-9.5,1.9,1.9
2023-02-25,"03:10:00Z","Phoenix Suns","Oklahoma City Thunder",8,1.9,1.9
2023-02-25,"03:40:00Z","Los Angeles Clippers","Sacramento Kings",-6.5,1.9,1.9
2023-02-25,"00:10:00Z","Washington Wizards","New York Knicks",1.5,1.85,1.95
2023-02-25,"00:30:00Z","Atlanta Hawks","Cleveland Cavaliers",-1.5,1.95,1.85
2023-02-25,"00:40:00Z","Milwaukee Bucks","Miami Heat",2,1.85,1.95
2023-02-25,"01:10:00Z","Chicago Bulls","Brooklyn Nets",2,1.9,1.9
2023-02-25,"01:10:00Z","Minnesota Timberwolves","Charlotte Hornets",7,1.9,1.9
2023-02-25,"03:10:00Z","Golden State Warriors","Houston Rockets",-9.5,1.9,1.9
2023-02-25,"03:10:00Z","Phoenix Suns","Oklahoma City Thunder",7.5,1.85,1.95
2023-02-25,"03:40:00Z","Los Angeles Clippers","Sacramento Kings",-6.5,1.9,1.9
2023-02-25,"17:10:00Z","Detroit Pistons","Toronto Raptors",7,1.9,1.9
2023-02-26,"00:10:00Z","Charlotte Hornets","Miami Heat",4.5,1.9,1.9
2023-02-26,"00:10:00Z","Orlando Magic","Indiana Pacers",3.5,1.9,1.9
2023-02-26,"00:40:00Z","New York Knicks","New Orleans Pelicans",3,1.9,1.9
2023-02-26,"01:10:00Z","Memphis Grizzlies","Denver Nuggets",2,1.9,1.9
2023-02-26,"01:40:00Z","Philadelphia 76ers","Boston Celtics",-1.5,1.95,1.85
2023-02-26,"02:10:00Z","Utah Jazz","San Antonio Spurs",10,1.9,1.9
2023-02-26,"18:10:00Z","Milwaukee Bucks","Phoenix Suns",-3,1.9,1.9
2023-02-26,"20:10:00Z","Atlanta Hawks","Brooklyn Nets",-5.5,1.9,1.9
2023-02-26,"20:40:00Z","Chicago Bulls","Washington Wizards",-4,1.9,1.9
2023-02-26,"20:40:00Z","Dallas Mavericks","Los Angeles Lakers",-5,1.9,1.9
2023-02-26,"23:10:00Z","Cleveland Cavaliers","Toronto Raptors",-6.5,1.9,1.9
2023-02-27,"00:10:00Z","Oklahoma City Thunder","Sacramento Kings",4.5,1.9,1.9
2023-02-27,"00:40:00Z","Golden State Warriors","Minnesota Timberwolves",-3,1.85,1.95
2023-02-27,"02:10:00Z","Portland Trail Blazers","Houston Rockets",10,1.85,1.95
2023-02-27,"03:10:00Z","Denver Nuggets","Los Angeles Clippers",-4,1.9,1.9
2023-02-28,"00:10:00Z","Charlotte Hornets","Detroit Pistons",-7,1.9,1.9
2023-02-28,"00:10:00Z","Philadelphia 76ers","Miami Heat",6,1.9,1.9
2023-02-28,"00:40:00Z","New York Knicks","Boston Celtics",-2.5,1.85,1.95
2023-02-28,"01:10:00Z","New Orleans Pelicans","Orlando Magic",-3.5,1.9,1.9
2023-03-01,"00:30:00Z","Memphis Grizzlies","Los Angeles Lakers",8.5,1.9,1.9
2023-03-01,"00:40:00Z","Atlanta Hawks","Washington Wizards",-6.5,1.9,1.9
2023-03-01,"00:40:00Z","Brooklyn Nets","Milwaukee Bucks",5,1.9,1.9
2023-03-01,"00:40:00Z","Toronto Raptors","Chicago Bulls",4.5,1.95,1.85
2023-03-01,"01:10:00Z","Houston Rockets","Denver Nuggets",-10.5,1.95,1.85
2023-03-01,"01:10:00Z","Oklahoma City Thunder","Sacramento Kings",2.5,1.9,1.9
2023-03-01,"01:40:00Z","Dallas Mavericks","Indiana Pacers",-7.5,1.95,1.85
2023-03-01,"02:10:00Z","Utah Jazz","San Antonio Spurs",9,1.9,1.9
2023-03-01,"03:00:00Z","Los Angeles Clippers","Minnesota Timberwolves",-6,1.9,1.9
2023-03-01,"03:10:00Z","Golden State Warriors","Portland Trail Blazers",-4,1.9,1.9
2023-03-02,"00:10:00Z","Charlotte Hornets","Phoenix Suns",10,1.9,1.9
2023-03-02,"00:10:00Z","Detroit Pistons","Chicago Bulls",-6,1.9,1.9
2023-03-02,"00:40:00Z","Boston Celtics","Cleveland Cavaliers",-6.5,1.9,1.9
2023-03-02,"00:40:00Z","New York Knicks","Brooklyn Nets",7.5,1.9,1.9
2023-03-02,"00:40:00Z","Miami Heat","Philadelphia 76ers",1.5,1.9,1.9
2023-03-02,"01:10:00Z","Houston Rockets","Memphis Grizzlies",11,1.85,1.95
2023-03-02,"01:10:00Z","Oklahoma City Thunder","Los Angeles Lakers",-1.5,1.95,1.85
2023-03-02,"01:10:00Z","Milwaukee Bucks","Orlando Magic",-7.5,1.9,1.9
2023-03-02,"03:10:00Z","Portland Trail Blazers","New Orleans Pelicans",2.5,1.95,1.85
2023-03-03,"00:10:00Z","Washington Wizards","Toronto Raptors",-1.5,1.9,1.9
2023-03-03,"00:30:00Z","Dallas Mavericks","Philadelphia 76ers",NA,NA,NA
2023-03-03,"01:40:00Z","San Antonio Spurs","Indiana Pacers",-4.5,1.9,1.9
2023-03-03,"03:00:00Z","Golden State Warriors","Los Angeles Clippers",3,1.9,1.9
2023-03-04,"00:10:00Z","Charlotte Hornets","Orlando Magic",4,1.9,1.9
2023-03-04,"00:40:00Z","Atlanta Hawks","Portland Trail Blazers",-7,1.95,1.85
2023-03-04,"00:40:00Z","Boston Celtics","Brooklyn Nets",-11,1.95,1.85
2023-03-04,"01:10:00Z","Chicago Bulls","Phoenix Suns",5.5,1.85,1.95
2023-03-04,"01:10:00Z","Miami Heat","New York Knicks",2.5,1.9,1.9
2023-03-04,"01:10:00Z","Oklahoma City Thunder","Utah Jazz",2,1.9,1.9
2023-03-04,"03:10:00Z","Denver Nuggets","Memphis Grizzlies",-5.5,1.9,1.9
2023-03-04,"03:10:00Z","Golden State Warriors","New Orleans Pelicans",-5.5,1.9,1.9
2023-03-04,"03:10:00Z","Sacramento Kings","Los Angeles Clippers",6,1.85,1.95
2023-03-04,"03:40:00Z","Los Angeles Lakers","Minnesota Timberwolves",1.5,1.85,1.95
2023-03-04,"22:10:00Z","Washington Wizards","Toronto Raptors",-1.5,1.95,1.85
2023-03-05,"00:40:00Z","Cleveland Cavaliers","Detroit Pistons",-14,1.85,1.95
2023-03-05,"01:10:00Z","Miami Heat","Atlanta Hawks",2,1.9,1.9
2023-03-05,"01:10:00Z","San Antonio Spurs","Houston Rockets",-1.5,1.95,1.85
2023-03-05,"01:40:00Z","Milwaukee Bucks","Philadelphia 76ers",-5.5,1.9,1.9
2023-03-05,"03:10:00Z","Sacramento Kings","Minnesota Timberwolves",5.5,1.9,1.9
2023-03-05,"18:10:00Z","Dallas Mavericks","Phoenix Suns",-1.5,1.95,1.85
2023-03-05,"20:40:00Z","Chicago Bulls","Indiana Pacers",-6.5,1.9,1.9
2023-03-05,"20:40:00Z","Los Angeles Lakers","Golden State Warriors",-5,1.9,1.9
2023-03-05,"23:10:00Z","Brooklyn Nets","Charlotte Hornets",-7.5,1.9,1.9
2023-03-05,"23:10:00Z","Orlando Magic","Portland Trail Blazers",-2,1.9,1.9
2023-03-06,"00:10:00Z","Houston Rockets","San Antonio Spurs",-3,1.9,1.9
2023-03-06,"00:10:00Z","Oklahoma City Thunder","Utah Jazz",-6,1.9,1.9
2023-03-06,"00:40:00Z","Boston Celtics","New York Knicks",-5.5,1.95,1.85
2023-03-06,"00:40:00Z","Washington Wizards","Milwaukee Bucks",-4.5,1.9,1.9
2023-03-06,"03:10:00Z","Los Angeles Clippers","Memphis Grizzlies",-7,1.9,1.9
2023-03-07,"00:10:00Z","Cleveland Cavaliers","Boston Celtics",4,1.9,1.9
2023-03-07,"00:10:00Z","Detroit Pistons","Portland Trail Blazers",6.5,1.9,1.9
2023-03-07,"00:10:00Z","Indiana Pacers","Philadelphia 76ers",7,1.9,1.9
2023-03-07,"00:40:00Z","Miami Heat","Atlanta Hawks",3,1.95,1.85
2023-03-07,"02:10:00Z","Denver Nuggets","Toronto Raptors",-7,1.9,1.9
2023-03-07,"03:10:00Z","Sacramento Kings","New Orleans Pelicans",6,1.9,1.9
2023-03-08,"00:10:00Z","Detroit Pistons","Washington Wizards",6,1.95,1.85
2023-03-08,"00:10:00Z","Orlando Magic","Milwaukee Bucks",-7.5,1.9,1.9
2023-03-08,"00:30:00Z","Minnesota Timberwolves","Philadelphia 76ers",1.5,1.9,1.9
2023-03-08,"00:40:00Z","New York Knicks","Charlotte Hornets",10,1.9,1.9
2023-03-08,"01:10:00Z","Houston Rockets","Brooklyn Nets",-7,1.9,1.9
2023-03-08,"01:10:00Z","Oklahoma City Thunder","Golden State Warriors",-4.5,1.95,1.85
2023-03-08,"01:40:00Z","Dallas Mavericks","Utah Jazz",-7.5,1.9,1.9
2023-03-08,"03:00:00Z","Los Angeles Lakers","Memphis Grizzlies",-1.5,1.9,1.9
2023-03-09,"00:10:00Z","Washington Wizards","Atlanta Hawks",-3,1.9,1.9
2023-03-09,"00:40:00Z","Boston Celtics","Portland Trail Blazers",-10,1.95,1.85
2023-03-09,"00:40:00Z","Miami Heat","Cleveland Cavaliers",-2.5,1.9,1.9
2023-03-09,"00:40:00Z","New Orleans Pelicans","Dallas Mavericks",-2,1.9,1.9
2023-03-09,"02:10:00Z","Denver Nuggets","Chicago Bulls",8.5,1.85,1.95
2023-03-09,"02:10:00Z","Phoenix Suns","Oklahoma City Thunder",12.5,1.9,1.9
2023-03-09,"03:10:00Z","Los Angeles Clippers","Toronto Raptors",-4,1.9,1.9
2023-03-10,"00:10:00Z","Detroit Pistons","Charlotte Hornets",-3.5,1.9,1.9
2023-03-10,"00:10:00Z","Indiana Pacers","Houston Rockets",9.5,1.9,1.9
2023-03-10,"00:10:00Z","Orlando Magic","Utah Jazz",-4,1.9,1.9
2023-03-10,"00:30:00Z","Memphis Grizzlies","Golden State Warriors",-2.5,1.9,1.9
2023-03-10,"01:10:00Z","Milwaukee Bucks","Brooklyn Nets",13,1.9,1.9
2023-03-10,"03:00:00Z","Sacramento Kings","New York Knicks",4,1.9,1.9
2023-03-11,"00:00:00Z","Washington Wizards","Atlanta Hawks",NA,NA,NA
2023-03-11,"00:00:00Z","Philadelphia 76ers","Portland Trail Blazers",-8.5,1.85,1.95
2023-03-11,"01:00:00Z","Minnesota Timberwolves","Brooklyn Nets",5,1.85,1.95
2023-03-11,"01:00:00Z","Miami Heat","Cleveland Cavaliers",-1.5,1.9,1.9
2023-03-11,"01:00:00Z","San Antonio Spurs","Denver Nuggets",NA,NA,NA
2023-03-11,"03:30:00Z","Los Angeles Lakers","Toronto Raptors",-1.5,1.95,1.85
2023-03-11,"21:10:00Z","Los Angeles Clippers","New York Knicks",-5,1.9,1.9
2023-03-12,"00:10:00Z","Charlotte Hornets","Utah Jazz",2.5,1.9,1.9
2023-03-12,"00:10:00Z","Detroit Pistons","Indiana Pacers",5.5,1.9,1.9
2023-03-12,"00:10:00Z","Orlando Magic","Miami Heat",-2,1.9,1.9
2023-03-12,"00:30:00Z","Atlanta Hawks","Boston Celtics",4.5,1.9,1.9
2023-03-12,"01:10:00Z","Houston Rockets","Chicago Bulls",-7,1.9,1.9
2023-03-12,"01:10:00Z","Memphis Grizzlies","Dallas Mavericks",5.5,1.9,1.9
2023-03-12,"01:40:00Z","Golden State Warriors","Milwaukee Bucks",1.5,1.8,2
2023-03-12,"01:40:00Z","New Orleans Pelicans","Oklahoma City Thunder",-3.5,1.9,1.9
2023-03-12,"03:10:00Z","Phoenix Suns","Sacramento Kings",-2.5,1.85,1.95
2023-03-12,"19:40:00Z","Denver Nuggets","Brooklyn Nets",8.5,1.95,1.85
2023-03-12,"21:10:00Z","Charlotte Hornets","Cleveland Cavaliers",8,1.9,1.9
2023-03-12,"22:10:00Z","Philadelphia 76ers","Washington Wizards",-8,1.9,1.9
2023-03-12,"23:10:00Z","New Orleans Pelicans","Portland Trail Blazers",-2,1.95,1.85
2023-03-12,"23:10:00Z","San Antonio Spurs","Oklahoma City Thunder",-3,1.85,1.95
2023-03-13,"01:10:00Z","Los Angeles Lakers","New York Knicks",-2.5,1.9,1.9
2023-03-13,"23:10:00Z","Detroit Pistons","Indiana Pacers",2.5,1.9,1.9
2023-03-13,"23:40:00Z","Atlanta Hawks","Minnesota Timberwolves",-5.5,1.9,1.9
2023-03-13,"23:40:00Z","Dallas Mavericks","Memphis Grizzlies",1.5,1.85,1.95
2023-03-13,"23:40:00Z","Miami Heat","Utah Jazz",-7.5,1.9,1.9
2023-03-14,"00:10:00Z","Houston Rockets","Boston Celtics",-12,1.9,1.9
2023-03-14,"02:10:00Z","Golden State Warriors","Phoenix Suns",-4,1.9,1.9
2023-03-14,"02:10:00Z","Sacramento Kings","Milwaukee Bucks",-1.5,1.9,1.9
2023-03-14,"23:00:00Z","Charlotte Hornets","Cleveland Cavaliers",8,1.9,1.9
2023-03-14,"23:00:00Z","Washington Wizards","Detroit Pistons",11,1.9,1.9
2023-03-14,"23:30:00Z","Toronto Raptors","Denver Nuggets",1.5,1.8,2
2023-03-15,"00:00:00Z","Oklahoma City Thunder","Brooklyn Nets",1.5,1.9,1.9
2023-03-15,"00:00:00Z","San Antonio Spurs","Orlando Magic",-6,1.9,1.9
2023-03-15,"00:10:00Z","New Orleans Pelicans","Los Angeles Lakers",1.5,1.85,1.95
2023-03-15,"02:00:00Z","Portland Trail Blazers","New York Knicks",-3,1.9,1.9
2023-03-15,"02:10:00Z","Phoenix Suns","Milwaukee Bucks",-1.5,1.9,1.9
2023-03-15,"23:30:00Z","Cleveland Cavaliers","Philadelphia 76ers",2,1.9,1.9
2023-03-15,"23:30:00Z","Miami Heat","Memphis Grizzlies",4.5,1.85,1.95
2023-03-16,"00:00:00Z","Minnesota Timberwolves","Boston Celtics",-5,1.9,1.9
2023-03-16,"00:00:00Z","Chicago Bulls","Sacramento Kings",1.5,1.85,1.95
2023-03-16,"00:10:00Z","Houston Rockets","Los Angeles Lakers",2.5,1.9,1.9
2023-03-16,"00:30:00Z","San Antonio Spurs","Dallas Mavericks",-5.5,1.9,1.9
2023-03-16,"02:00:00Z","Los Angeles Clippers","Golden State Warriors",3,1.9,1.9
2023-03-16,"23:10:00Z","Detroit Pistons","Denver Nuggets",-13,1.9,1.9
2023-03-16,"23:40:00Z","Brooklyn Nets","Sacramento Kings",-2.5,1.9,1.9
2023-03-16,"23:40:00Z","Toronto Raptors","Oklahoma City Thunder",5.5,1.9,1.9
2023-03-17,"00:10:00Z","Milwaukee Bucks","Indiana Pacers",13.5,1.9,1.9
2023-03-17,"02:10:00Z","Phoenix Suns","Orlando Magic",7,1.9,1.9
2023-03-17,"23:10:00Z","Charlotte Hornets","Philadelphia 76ers",10,1.9,1.9
2023-03-17,"23:40:00Z","Atlanta Hawks","Golden State Warriors",-3,1.9,1.9
2023-03-17,"23:40:00Z","Cleveland Cavaliers","Washington Wizards",-6,1.9,1.9
2023-03-18,"00:00:00Z","San Antonio Spurs","Memphis Grizzlies",-8,1.9,1.9
2023-03-18,"00:10:00Z","Chicago Bulls","Minnesota Timberwolves",-2.5,1.85,1.95
2023-03-18,"00:10:00Z","Houston Rockets","New Orleans Pelicans",6,1.9,1.9
2023-03-18,"02:10:00Z","Portland Trail Blazers","Boston Celtics",-4,1.9,1.9
2023-03-18,"02:40:00Z","Los Angeles Lakers","Dallas Mavericks",5,1.9,1.9
2023-03-18,"17:10:00Z","New York Knicks","Denver Nuggets",-2,1.9,1.9
2023-03-18,"19:10:00Z","Los Angeles Clippers","Orlando Magic",-6,1.9,1.9
2023-03-18,"23:10:00Z","Indiana Pacers","Philadelphia 76ers",6.5,1.9,1.9
2023-03-18,"23:10:00Z","Toronto Raptors","Minnesota Timberwolves",9.5,1.9,1.9
2023-03-19,"00:10:00Z","Chicago Bulls","Miami Heat",4,1.85,1.95
2023-03-19,"00:10:00Z","Memphis Grizzlies","Golden State Warriors",4.5,1.9,1.9
2023-03-19,"00:10:00Z","Washington Wizards","Sacramento Kings",-2.5,1.9,1.9
2023-03-19,"01:10:00Z","Utah Jazz","Boston Celtics",-4.5,1.9,1.9
2023-03-19,"19:40:00Z","Brooklyn Nets","Denver Nuggets",1.5,1.9,1.9
2023-03-19,"19:40:00Z","Oklahoma City Thunder","Phoenix Suns",-2,1.9,1.9
2023-03-19,"20:10:00Z","San Antonio Spurs","Atlanta Hawks",-8,1.85,1.95
2023-03-19,"22:10:00Z","Detroit Pistons","Miami Heat",8,1.9,1.9
2023-03-19,"23:10:00Z","Houston Rockets","New Orleans Pelicans",5,1.9,1.9
2023-03-20,"00:10:00Z","Milwaukee Bucks","Toronto Raptors",-9,1.9,1.9
2023-03-20,"01:10:00Z","Portland Trail Blazers","Los Angeles Clippers",-3.5,1.9,1.9
2023-03-20,"01:40:00Z","Los Angeles Lakers","Orlando Magic",-6,1.9,1.9
2023-03-20,"23:10:00Z","Charlotte Hornets","Indiana Pacers",1.5,1.9,1.9
2023-03-20,"23:10:00Z","Philadelphia 76ers","Chicago Bulls",7.5,1.9,1.9
2023-03-20,"23:40:00Z","New York Knicks","Minnesota Timberwolves",8.5,1.85,1.95
2023-03-21,"00:10:00Z","Memphis Grizzlies","Dallas Mavericks",2,1.9,1.9
2023-03-21,"00:10:00Z","Houston Rockets","Golden State Warriors",-10,1.9,1.9
2023-03-21,"01:10:00Z","Utah Jazz","Sacramento Kings",-5,1.9,1.9
2023-03-21,"23:10:00Z","Orlando Magic","Washington Wizards",-2,1.9,1.9
2023-03-21,"23:40:00Z","Atlanta Hawks","Detroit Pistons",-13.5,1.9,1.9
2023-03-21,"23:40:00Z","Brooklyn Nets","Cleveland Cavaliers",3,1.9,1.9
