"game_date","time","home_team","away_team","spread","over_vig","under_vig"
2022-12-31,"01:10:00Z","Chicago Bulls","Detroit Pistons",-7.5,1.85,1.95
2022-12-31,"01:10:00Z","Milwaukee Bucks","Minnesota Timberwolves",-5.5,1.85,1.95
2022-12-31,"01:40:00Z","New Orleans Pelicans","Philadelphia 76ers",-1.5,1.95,1.85
2022-12-31,"02:10:00Z","Denver Nuggets","Miami Heat",-4.5,1.9,1.9
2022-12-31,"03:10:00Z","Golden State Warriors","Portland Trail Blazers",2.5,1.9,1.9
2022-12-31,"03:10:00Z","Sacramento Kings","Utah Jazz",-3,1.9,1.9
2022-12-31,"20:10:00Z","Indiana Pacers","Los Angeles Clippers",3.5,1.9,1.9
2023-01-01,"00:10:00Z","Charlotte Hornets","Brooklyn Nets",-7,1.9,1.9
2023-01-01,"00:10:00Z","Chicago Bulls","Cleveland Cavaliers",3.5,1.95,1.85
2023-01-01,"00:10:00Z","San Antonio Spurs","Dallas Mavericks",-7,1.9,1.9
2023-01-01,"00:10:00Z","Houston Rockets","New York Knicks",5,1.95,1.85
2023-01-01,"01:10:00Z","Minnesota Timberwolves","Detroit Pistons",7.5,1.95,1.85
2023-01-01,"01:10:00Z","Memphis Grizzlies","New Orleans Pelicans",-6,1.9,1.9
2023-01-01,"01:10:00Z","Oklahoma City Thunder","Philadelphia 76ers",4.5,1.9,1.9
2023-01-01,"02:10:00Z","Utah Jazz","Miami Heat",3.5,1.9,1.9
2023-01-02,"01:10:00Z","Denver Nuggets","Boston Celtics",-1.5,1.9,1.9
2023-01-02,"01:10:00Z","Memphis Grizzlies","Sacramento Kings",-5,1.9,1.9
2023-01-02,"01:10:00Z","Milwaukee Bucks","Washington Wizards",-8,1.9,1.9
2023-01-02,"20:10:00Z","New York Knicks","Phoenix Suns",-1.5,1.95,1.85
2023-01-03,"00:10:00Z","Charlotte Hornets","Los Angeles Lakers",1.5,1.85,1.95
2023-01-03,"00:10:00Z","Cleveland Cavaliers","Chicago Bulls",4,1.9,1.9
2023-01-03,"00:10:00Z","Indiana Pacers","Toronto Raptors",-2.5,1.9,1.9
2023-01-03,"00:10:00Z","Philadelphia 76ers","New Orleans Pelicans",5,1.9,1.9
2023-01-03,"00:40:00Z","Brooklyn Nets","San Antonio Spurs",-13.5,1.9,1.9
2023-01-03,"01:10:00Z","Houston Rockets","Dallas Mavericks",-7.5,1.95,1.85
2023-01-03,"01:10:00Z","Minnesota Timberwolves","Denver Nuggets",-2.5,1.85,1.95
2023-01-03,"03:10:00Z","Golden State Warriors","Atlanta Hawks",2.5,1.95,1.85
2023-01-03,"03:10:00Z","Portland Trail Blazers","Detroit Pistons",9.5,1.9,1.9
2023-01-03,"03:40:00Z","Los Angeles Clippers","Miami Heat",-4.5,1.9,1.9
2023-01-04,"01:10:00Z","Oklahoma City Thunder","Boston Celtics",-8.5,1.9,1.9
2023-01-04,"01:10:00Z","Milwaukee Bucks","Washington Wizards",-8,1.9,1.9
2023-01-04,"02:10:00Z","Utah Jazz","Sacramento Kings",2.5,1.9,1.9
2023-01-05,"00:10:00Z","Charlotte Hornets","Memphis Grizzlies",7.5,1.9,1.9
2023-01-05,"00:10:00Z","Cleveland Cavaliers","Phoenix Suns",-5.5,1.95,1.85
2023-01-05,"00:10:00Z","Philadelphia 76ers","Indiana Pacers",7.5,1.9,1.9
2023-01-05,"00:10:00Z","Orlando Magic","Oklahoma City Thunder",2,1.9,1.9
2023-01-05,"00:40:00Z","Toronto Raptors","Milwaukee Bucks",3,1.9,1.9
2023-01-05,"00:40:00Z","New York Knicks","San Antonio Spurs",-9.5,1.9,1.9
2023-01-05,"01:10:00Z","Chicago Bulls","Brooklyn Nets",-5,1.9,1.9
2023-01-05,"01:10:00Z","New Orleans Pelicans","Houston Rockets",7,1.9,1.9
2023-01-05,"01:10:00Z","Minnesota Timberwolves","Portland Trail Blazers",-1.5,2,1.8
2023-01-05,"03:10:00Z","Sacramento Kings","Atlanta Hawks",1.5,1.85,1.95
2023-01-05,"03:10:00Z","Golden State Warriors","Detroit Pistons",8,1.9,1.9
2023-01-05,"03:10:00Z","Los Angeles Lakers","Miami Heat",4.5,1.9,1.9
2023-01-06,"00:10:00Z","Orlando Magic","Memphis Grizzlies",-6,1.9,1.9
2023-01-06,"00:30:00Z","Dallas Mavericks","Boston Celtics",-2.5,1.9,1.9
2023-01-06,"01:10:00Z","Houston Rockets","Utah Jazz",6,1.9,1.9
2023-01-06,"03:00:00Z","Denver Nuggets","Los Angeles Clippers",-5,1.95,1.85
2023-01-07,"00:10:00Z","Philadelphia 76ers","Chicago Bulls",4.5,1.9,1.9
2023-01-07,"00:10:00Z","Indiana Pacers","Portland Trail Blazers",-2,1.9,1.9
2023-01-07,"00:40:00Z","New Orleans Pelicans","Brooklyn Nets",-4.5,1.9,1.9
2023-01-07,"00:40:00Z","Toronto Raptors","New York Knicks",3.5,1.9,1.9
2023-01-07,"01:10:00Z","Milwaukee Bucks","Charlotte Hornets",11,1.85,1.95
2023-01-07,"01:10:00Z","San Antonio Spurs","Detroit Pistons",1.5,1.9,1.9
2023-01-07,"01:10:00Z","Oklahoma City Thunder","Washington Wizards",-1.5,1.95,1.85
2023-01-07,"02:10:00Z","Denver Nuggets","Cleveland Cavaliers",6.5,1.9,1.9
2023-01-07,"02:10:00Z","Minnesota Timberwolves","Los Angeles Clippers",3,1.95,1.85
2023-01-07,"03:10:00Z","Phoenix Suns","Miami Heat",-1.5,1.9,1.9
2023-01-07,"03:40:00Z","Los Angeles Lakers","Atlanta Hawks",-1.5,1.95,1.85
2023-01-07,"23:10:00Z","San Antonio Spurs","Boston Celtics",-13,1.9,1.9
2023-01-08,"01:10:00Z","Chicago Bulls","Utah Jazz",-1.5,1.9,1.9
2023-01-08,"01:10:00Z","Dallas Mavericks","New Orleans Pelicans",-7,1.9,1.9
2023-01-08,"01:40:00Z","Golden State Warriors","Orlando Magic",-6.5,1.9,1.9
2023-01-08,"03:10:00Z","Sacramento Kings","Los Angeles Lakers",8.5,1.95,1.85
2023-01-08,"20:10:00Z","Detroit Pistons","Philadelphia 76ers",5.5,1.9,1.9
2023-01-08,"20:40:00Z","Toronto Raptors","Portland Trail Blazers",3,1.9,1.9
2023-01-08,"22:10:00Z","Indiana Pacers","Charlotte Hornets",6,1.85,1.95
2023-01-08,"23:10:00Z","Miami Heat","Brooklyn Nets",-4,1.9,1.9
2023-01-08,"23:10:00Z","Memphis Grizzlies","Utah Jazz",-7.5,1.95,1.85
2023-01-09,"00:10:00Z","Oklahoma City Thunder","Dallas Mavericks",2.5,1.9,1.9
2023-01-09,"00:10:00Z","Houston Rockets","Minnesota Timberwolves",2,1.9,1.9
2023-01-09,"01:10:00Z","Phoenix Suns","Cleveland Cavaliers",-4.5,1.9,1.9
2023-01-09,"02:10:00Z","Los Angeles Clippers","Atlanta Hawks",4,1.9,1.9
2023-01-10,"00:10:00Z","Washington Wizards","New Orleans Pelicans",2,1.9,1.9
2023-01-10,"00:40:00Z","Boston Celtics","Chicago Bulls",-8.5,1.9,1.9
2023-01-10,"00:40:00Z","New York Knicks","Milwaukee Bucks",-2,1.9,1.9
2023-01-10,"01:10:00Z","Memphis Grizzlies","San Antonio Spurs",-11,1.9,1.9
2023-01-10,"02:10:00Z","Denver Nuggets","Los Angeles Lakers",-9,1.9,1.9
2023-01-10,"03:10:00Z","Sacramento Kings","Orlando Magic",6,1.9,1.9
2023-01-11,"00:10:00Z","Philadelphia 76ers","Detroit Pistons",10.5,1.85,1.95
2023-01-11,"00:40:00Z","Toronto Raptors","Charlotte Hornets",7.5,1.9,1.9
2023-01-11,"00:40:00Z","Miami Heat","Oklahoma City Thunder",-4.5,1.9,1.9
2023-01-11,"02:10:00Z","Utah Jazz","Cleveland Cavaliers",-3.5,1.9,1.9
2023-01-11,"03:10:00Z","Golden State Warriors","Phoenix Suns",-10.5,1.9,1.9
2023-01-11,"03:10:00Z","Portland Trail Blazers","Orlando Magic",8,1.85,1.95
2023-01-11,"03:40:00Z","Los Angeles Clippers","Dallas Mavericks",3,1.9,1.9
2023-01-12,"00:10:00Z","Washington Wizards","Chicago Bulls",-1.5,1.95,1.85
2023-01-12,"00:10:00Z","Detroit Pistons","Minnesota Timberwolves",6,1.9,1.9
2023-01-12,"00:30:00Z","Atlanta Hawks","Milwaukee Bucks",2,1.9,1.9
2023-01-12,"00:30:00Z","Boston Celtics","New Orleans Pelicans",-9.5,1.9,1.9
2023-01-12,"00:30:00Z","New York Knicks","Indiana Pacers",5,1.85,1.95
2023-01-12,"01:10:00Z","Memphis Grizzlies","San Antonio Spurs",-13,1.9,1.9
2023-01-12,"03:00:00Z","Sacramento Kings","Houston Rockets",9,1.9,1.9
2023-01-12,"03:10:00Z","Denver Nuggets","Phoenix Suns",-12.5,1.9,1.9
2023-01-13,"00:10:00Z","Philadelphia 76ers","Oklahoma City Thunder",9.5,1.9,1.9
2023-01-13,"00:30:00Z","Brooklyn Nets","Boston Celtics",-3,1.9,1.9
2023-01-13,"00:40:00Z","Toronto Raptors","Charlotte Hornets",7.5,1.95,1.85
2023-01-13,"00:40:00Z","Miami Heat","Milwaukee Bucks",-3,1.9,1.9
2023-01-13,"03:00:00Z","Los Angeles Lakers","Dallas Mavericks",-3,1.9,1.9
2023-01-13,"03:10:00Z","Portland Trail Blazers","Cleveland Cavaliers",-2.5,1.9,1.9
2023-01-14,"00:10:00Z","Indiana Pacers","Atlanta Hawks",-3,1.9,1.9
2023-01-14,"00:10:00Z","Detroit Pistons","New Orleans Pelicans",4.5,1.9,1.9
2023-01-14,"00:10:00Z","Washington Wizards","New York Knicks",-4,1.95,1.85
2023-01-14,"00:40:00Z","San Antonio Spurs","Golden State Warriors",-8,1.9,1.9
2023-01-14,"01:10:00Z","Chicago Bulls","Oklahoma City Thunder",-4.5,1.9,1.9
2023-01-14,"01:10:00Z","Minnesota Timberwolves","Phoenix Suns",-4,1.95,1.85
2023-01-14,"02:10:00Z","Utah Jazz","Orlando Magic",5.5,1.95,1.85
2023-01-14,"03:10:00Z","Los Angeles Clippers","Denver Nuggets",1.5,1.9,1.9
2023-01-14,"03:10:00Z","Sacramento Kings","Houston Rockets",10.5,1.9,1.9
2023-01-14,"18:10:00Z","Miami Heat","Milwaukee Bucks",-1.5,1.95,1.85
2023-01-15,"00:10:00Z","Charlotte Hornets","Boston Celtics",-7.5,1.9,1.9
2023-01-15,"00:10:00Z","Indiana Pacers","Memphis Grizzlies",8,1.85,1.95
2023-01-15,"00:40:00Z","Toronto Raptors","Atlanta Hawks",5.5,1.9,1.9
2023-01-15,"01:10:00Z","Minnesota Timberwolves","Cleveland Cavaliers",-3,1.9,1.9
2023-01-15,"02:10:00Z","Utah Jazz","Philadelphia 76ers",-4,1.9,1.9
2023-01-15,"03:10:00Z","Portland Trail Blazers","Dallas Mavericks",2,1.9,1.9
2023-01-15,"18:10:00Z","Detroit Pistons","New York Knicks",7,1.9,1.9
2023-01-15,"20:10:00Z","Los Angeles Clippers","Houston Rockets",9.5,1.9,1.9
2023-01-15,"20:40:00Z","Chicago Bulls","Golden State Warriors",3.5,1.9,1.9
2023-01-15,"23:10:00Z","Brooklyn Nets","Oklahoma City Thunder",-5.5,1.9,1.9
2023-01-16,"00:10:00Z","San Antonio Spurs","Sacramento Kings",-7,1.9,1.9
2023-01-16,"01:10:00Z","Denver Nuggets","Orlando Magic",-10.5,1.9,1.9
2023-01-16,"02:10:00Z","Portland Trail Blazers","Dallas Mavericks",6.5,1.9,1.9
2023-01-16,"02:40:00Z","Los Angeles Lakers","Philadelphia 76ers",3.5,1.9,1.9
2023-01-16,"18:10:00Z","Charlotte Hornets","Boston Celtics",-8,1.9,1.9
2023-01-16,"19:40:00Z","Milwaukee Bucks","Indiana Pacers",10.5,1.9,1.9
2023-01-16,"20:10:00Z","Cleveland Cavaliers","New Orleans Pelicans",-6.5,1.9,1.9
2023-01-16,"20:10:00Z","Washington Wizards","Golden State Warriors",-3,1.9,1.9
2023-01-16,"20:10:00Z","New York Knicks","Toronto Raptors",-4,1.9,1.9
2023-01-16,"20:30:00Z","Atlanta Hawks","Miami Heat",1.5,1.85,1.95
2023-01-16,"21:10:00Z","Minnesota Timberwolves","Utah Jazz",-2.5,1.9,1.9
2023-01-16,"23:00:00Z","Memphis Grizzlies","Phoenix Suns",-9.5,1.9,1.9
2023-01-17,"03:40:00Z","Los Angeles Lakers","Houston Rockets",5.5,1.95,1.85
2023-01-18,"00:30:00Z","Milwaukee Bucks","Toronto Raptors",-5.5,1.9,1.9
2023-01-18,"01:10:00Z","San Antonio Spurs","Brooklyn Nets",-6,1.9,1.9
2023-01-18,"02:10:00Z","Denver Nuggets","Portland Trail Blazers",-7.5,1.95,1.85
2023-01-18,"03:00:00Z","Los Angeles Clippers","Philadelphia 76ers",1.5,1.85,1.95
2023-01-19,"00:40:00Z","Dallas Mavericks","Atlanta Hawks",4.5,1.85,1.95
2023-01-19,"00:40:00Z","New York Knicks","Washington Wizards",-6,1.9,1.9
2023-01-19,"01:10:00Z","Houston Rockets","Charlotte Hornets",-2,1.9,1.9
2023-01-19,"01:10:00Z","Memphis Grizzlies","Cleveland Cavaliers",7,1.9,1.9
2023-01-19,"01:10:00Z","Oklahoma City Thunder","Indiana Pacers",4,1.95,1.85
2023-01-19,"01:10:00Z","New Orleans Pelicans","Miami Heat",-1.5,1.9,1.9
2023-01-19,"02:10:00Z","Utah Jazz","Los Angeles Clippers",7,1.9,1.9
2023-01-19,"03:10:00Z","Denver Nuggets","Minnesota Timberwolves",-8.5,1.9,1.9
2023-01-19,"03:10:00Z","Los Angeles Lakers","Sacramento Kings",3.5,1.9,1.9
2023-01-19,"20:00:00Z","Detroit Pistons","Chicago Bulls",-7,1.9,1.9
2023-01-20,"00:30:00Z","Boston Celtics","Golden State Warriors",-6.5,1.9,1.9
2023-01-20,"01:00:00Z","Minnesota Timberwolves","Toronto Raptors",3.5,1.9,1.9
2023-01-20,"03:00:00Z","Phoenix Suns","Brooklyn Nets",-1.5,2,1.8
2023-01-20,"03:00:00Z","Portland Trail Blazers","Philadelphia 76ers",-2.5,1.95,1.85
2023-01-21,"00:10:00Z","Orlando Magic","New Orleans Pelicans",-1.5,1.9,1.9
2023-01-21,"00:40:00Z","Atlanta Hawks","New York Knicks",-3,1.85,1.95
2023-01-21,"00:40:00Z","Cleveland Cavaliers","Golden State Warriors",NA,NA,NA
2023-01-21,"00:40:00Z","Dallas Mavericks","Miami Heat",1.5,1.85,1.95
2023-01-21,"01:10:00Z","San Antonio Spurs","Los Angeles Clippers",-7.5,1.9,1.9
2023-01-21,"02:10:00Z","Utah Jazz","Brooklyn Nets",7.5,1.9,1.9
2023-01-21,"02:10:00Z","Denver Nuggets","Indiana Pacers",-11.5,1.9,1.9
2023-01-21,"03:10:00Z","Los Angeles Lakers","Memphis Grizzlies",7,1.9,1.9
2023-01-21,"03:10:00Z","Sacramento Kings","Oklahoma City Thunder",3.5,1.9,1.9
2023-01-21,"22:10:00Z","Toronto Raptors","Boston Celtics",-1.5,1.9,1.9
2023-01-22,"00:10:00Z","Washington Wizards","Orlando Magic",6,1.9,1.9
2023-01-22,"00:40:00Z","Atlanta Hawks","Charlotte Hornets",-9.5,1.95,1.85
2023-01-22,"00:40:00Z","Cleveland Cavaliers","Milwaukee Bucks",-1.5,1.9,1.9
2023-01-22,"01:10:00Z","Minnesota Timberwolves","Houston Rockets",8.5,1.9,1.9
2023-01-22,"02:10:00Z","Phoenix Suns","Indiana Pacers",6.5,1.9,1.9
2023-01-22,"03:10:00Z","Sacramento Kings","Philadelphia 76ers",-3.5,1.9,1.9
2023-01-22,"19:40:00Z","Dallas Mavericks","Los Angeles Clippers",-1.5,1.9,1.9
2023-01-22,"20:30:00Z","Miami Heat","New Orleans Pelicans",-7.5,1.9,1.9
2023-01-22,"23:10:00Z","Toronto Raptors","New York Knicks",1.5,1.9,1.9
2023-01-23,"01:10:00Z","Denver Nuggets","Oklahoma City Thunder",-5.5,1.9,1.9
2023-01-23,"01:10:00Z","Phoenix Suns","Memphis Grizzlies",-8.5,1.9,1.9
2023-01-23,"01:40:00Z","Golden State Warriors","Brooklyn Nets",7,1.85,1.95
2023-01-23,"02:10:00Z","Portland Trail Blazers","Los Angeles Lakers",5.5,1.9,1.9
2023-01-24,"00:10:00Z","Orlando Magic","Boston Celtics",-7,1.9,1.9
2023-01-24,"00:10:00Z","Detroit Pistons","Milwaukee Bucks",11,1.9,1.9
2023-01-24,"01:10:00Z","Chicago Bulls","Atlanta Hawks",1.5,1.8,2
2023-01-24,"01:10:00Z","Houston Rockets","Minnesota Timberwolves",6,1.9,1.9
2023-01-24,"02:10:00Z","Utah Jazz","Charlotte Hornets",8,1.9,1.9
2023-01-24,"03:10:00Z","Portland Trail Blazers","San Antonio Spurs",-9,1.95,1.85
2023-01-24,"03:40:00Z","Sacramento Kings","Memphis Grizzlies",-1.5,1.95,1.85
2023-01-25,"00:10:00Z","Indiana Pacers","Chicago Bulls",-1.5,1.95,1.85
2023-01-25,"00:30:00Z","Miami Heat","Boston Celtics",2,1.9,1.9
2023-01-25,"00:40:00Z","New York Knicks","Cleveland Cavaliers",-3,1.9,1.9
2023-01-25,"01:10:00Z","New Orleans Pelicans","Denver Nuggets",1.5,1.85,1.95
2023-01-25,"01:40:00Z","Dallas Mavericks","Washington Wizards",-7,1.9,1.9
2023-01-25,"02:10:00Z","Phoenix Suns","Charlotte Hornets",7,1.9,1.9
2023-01-25,"03:00:00Z","Los Angeles Lakers","Los Angeles Clippers",-4,1.9,1.9
2023-01-26,"00:10:00Z","Orlando Magic","Indiana Pacers",4.5,1.95,1.85
2023-01-26,"00:40:00Z","Philadelphia 76ers","Brooklyn Nets",5.5,1.9,1.9
2023-01-26,"01:10:00Z","Oklahoma City Thunder","Atlanta Hawks",-1.5,2,1.8
2023-01-26,"01:10:00Z","Milwaukee Bucks","Denver Nuggets",7,1.9,1.9
2023-01-26,"01:10:00Z","Houston Rockets","Washington Wizards",3,1.9,1.9
2023-01-26,"01:10:00Z","New Orleans Pelicans","Minnesota Timberwolves",2,1.9,1.9
2023-01-26,"03:10:00Z","Golden State Warriors","Memphis Grizzlies",-2.5,1.9,1.9
2023-01-26,"03:10:00Z","Portland Trail Blazers","Utah Jazz",-4,1.9,1.9
2023-01-26,"03:10:00Z","Sacramento Kings","Toronto Raptors",-4,1.95,1.85
2023-01-26,"03:40:00Z","Los Angeles Lakers","San Antonio Spurs",-6.5,1.9,1.9
2023-01-27,"00:30:00Z","Boston Celtics","New York Knicks",-8,1.9,1.9
2023-01-27,"00:40:00Z","Brooklyn Nets","Detroit Pistons",-9,1.9,1.9
2023-01-27,"00:40:00Z","Charlotte Hornets","Chicago Bulls",5.5,1.9,1.9
2023-01-27,"01:10:00Z","Houston Rockets","Cleveland Cavaliers",-8,1.95,1.85
2023-01-27,"03:00:00Z","Phoenix Suns","Dallas Mavericks",1.5,1.9,1.9
2023-01-27,"03:40:00Z","Los Angeles Clippers","San Antonio Spurs",-13,1.9,1.9
2023-01-28,"00:10:00Z","Indiana Pacers","Milwaukee Bucks",8,1.85,1.95
2023-01-28,"00:40:00Z","Minnesota Timberwolves","Memphis Grizzlies",-3,1.9,1.9
2023-01-28,"01:10:00Z","Oklahoma City Thunder","Cleveland Cavaliers",-1.5,1.85,1.95
2023-01-28,"01:10:00Z","Miami Heat","Orlando Magic",-7.5,1.9,1.9
2023-01-28,"03:10:00Z","Golden State Warriors","Toronto Raptors",-5.5,1.95,1.85
2023-01-28,"20:10:00Z","Philadelphia 76ers","Denver Nuggets",4,1.9,1.9
2023-01-28,"22:30:00Z","Brooklyn Nets","New York Knicks",-1.5,1.9,1.9
2023-01-29,"00:10:00Z","Orlando Magic","Chicago Bulls",-2.5,1.9,1.9
2023-01-29,"00:10:00Z","Detroit Pistons","Houston Rockets",-4.5,1.9,1.9
2023-01-29,"00:40:00Z","Atlanta Hawks","Los Angeles Clippers",-1.5,2,1.8
2023-01-29,"01:10:00Z","Minnesota Timberwolves","Sacramento Kings",2.5,1.9,1.9
2023-01-29,"01:10:00Z","New Orleans Pelicans","Washington Wizards",-4.5,1.95,1.85
2023-01-29,"01:10:00Z","San Antonio Spurs","Phoenix Suns",-6,1.9,1.9
2023-01-29,"01:30:00Z","Boston Celtics","Los Angeles Lakers",-7.5,1.9,1.9
2023-01-29,"02:10:00Z","Utah Jazz","Dallas Mavericks",7.5,1.95,1.85
2023-01-29,"03:10:00Z","Portland Trail Blazers","Toronto Raptors",-4.5,1.85,1.95
2023-01-29,"18:10:00Z","Charlotte Hornets","Miami Heat",6,1.85,1.95
2023-01-29,"23:10:00Z","Memphis Grizzlies","Indiana Pacers",9,1.9,1.9
2023-01-30,"00:10:00Z","Cleveland Cavaliers","Los Angeles Clippers",-5,1.95,1.85
2023-01-30,"01:10:00Z","Milwaukee Bucks","New Orleans Pelicans",-9.5,1.9,1.9
2023-01-31,"00:10:00Z","Philadelphia 76ers","Orlando Magic",9.5,1.95,1.85
2023-01-31,"00:40:00Z","Brooklyn Nets","Los Angeles Lakers",-8.5,1.85,1.95
2023-01-31,"01:10:00Z","Oklahoma City Thunder","Golden State Warriors",-4.5,1.9,1.9
2023-01-31,"01:10:00Z","Minnesota Timberwolves","Sacramento Kings",1.5,1.85,1.95
2023-01-31,"01:10:00Z","San Antonio Spurs","Washington Wizards",5.5,1.9,1.9
2023-01-31,"01:40:00Z","Dallas Mavericks","Detroit Pistons",-8,1.9,1.9
2023-01-31,"02:10:00Z","Phoenix Suns","Toronto Raptors",-2.5,1.9,1.9
2023-01-31,"03:10:00Z","Portland Trail Blazers","Atlanta Hawks",2.5,1.9,1.9
2023-02-01,"00:10:00Z","Cleveland Cavaliers","Miami Heat",-5.5,1.9,1.9
2023-02-01,"00:40:00Z","New York Knicks","Los Angeles Lakers",2.5,1.9,1.9
2023-02-01,"01:10:00Z","Milwaukee Bucks","Charlotte Hornets",12,1.9,1.9
2023-02-01,"01:10:00Z","Chicago Bulls","Los Angeles Clippers",3,1.9,1.9
2023-02-01,"03:10:00Z","Denver Nuggets","New Orleans Pelicans",-7.5,1.9,1.9
2023-02-02,"00:10:00Z","Detroit Pistons","Washington Wizards",5.5,1.95,1.85
2023-02-02,"00:10:00Z","Memphis Grizzlies","Portland Trail Blazers",-5.5,1.9,1.9
2023-02-02,"00:10:00Z","Philadelphia 76ers","Orlando Magic",9.5,1.9,1.9
2023-02-02,"00:40:00Z","Boston Celtics","Brooklyn Nets",-8,1.9,1.9
2023-02-02,"01:10:00Z","Minnesota Timberwolves","Golden State Warriors",-2.5,1.9,1.9
2023-02-02,"01:10:00Z","Houston Rockets","Oklahoma City Thunder",6,1.9,1.9
2023-02-02,"01:10:00Z","San Antonio Spurs","Sacramento Kings",-7.5,1.9,1.9
2023-02-02,"02:10:00Z","Utah Jazz","Toronto Raptors",3,1.9,1.9
2023-02-02,"03:10:00Z","Phoenix Suns","Atlanta Hawks",1.5,1.9,1.9
2023-02-03,"00:10:00Z","Indiana Pacers","Los Angeles Lakers",2,1.9,1.9
2023-02-03,"00:30:00Z","Cleveland Cavaliers","Memphis Grizzlies",-5,1.9,1.9
2023-02-03,"00:40:00Z","New York Knicks","Miami Heat",-1.5,1.9,1.9
2023-02-03,"01:10:00Z","Chicago Bulls","Charlotte Hornets",6.5,1.85,1.95
2023-02-03,"01:40:00Z","Dallas Mavericks","New Orleans Pelicans",-4.5,1.9,1.9
2023-02-03,"02:10:00Z","Denver Nuggets","Golden State Warriors",-12,1.9,1.9
2023-02-03,"03:00:00Z","Milwaukee Bucks","Los Angeles Clippers",5,1.9,1.9
2023-02-04,"00:10:00Z","Detroit Pistons","Charlotte Hornets",1.5,1.85,1.95
2023-02-04,"00:10:00Z","Indiana Pacers","Sacramento Kings",2.5,1.95,1.85
2023-02-04,"00:10:00Z","Washington Wizards","Portland Trail Blazers",4,1.9,1.9
2023-02-04,"00:40:00Z","Boston Celtics","Phoenix Suns",-9.5,1.9,1.9
2023-02-04,"01:10:00Z","Houston Rockets","Toronto Raptors",6,1.9,1.9
2023-02-04,"01:10:00Z","Minnesota Timberwolves","Orlando Magic",-5,1.9,1.9
2023-02-04,"01:10:00Z","San Antonio Spurs","Philadelphia 76ers",-9.5,1.9,1.9
2023-02-04,"02:10:00Z","Utah Jazz","Atlanta Hawks",2,1.9,1.9
2023-02-04,"23:10:00Z","Brooklyn Nets","Washington Wizards",-2,1.9,1.9
2023-02-04,"23:10:00Z","New Orleans Pelicans","Los Angeles Lakers",-1.5,1.95,1.85
2023-02-05,"00:10:00Z","Detroit Pistons","Phoenix Suns",4.5,1.9,1.9
2023-02-05,"00:10:00Z","New York Knicks","Los Angeles Clippers",-2.5,1.9,1.9
2023-02-05,"01:10:00Z","Chicago Bulls","Portland Trail Blazers",-5,1.9,1.9
2023-02-05,"01:10:00Z","Oklahoma City Thunder","Houston Rockets",9,1.85,1.95
2023-02-05,"01:10:00Z","Milwaukee Bucks","Miami Heat",5.5,1.9,1.9
2023-02-05,"01:40:00Z","Golden State Warriors","Dallas Mavericks",9,1.9,1.9
2023-02-05,"02:10:00Z","Denver Nuggets","Atlanta Hawks",7,1.9,1.9
2023-02-05,"18:10:00Z","Charlotte Hornets","Orlando Magic",-1.5,1.95,1.85
2023-02-05,"22:10:00Z","Indiana Pacers","Cleveland Cavaliers",-4.5,1.9,1.9
2023-02-05,"23:10:00Z","Memphis Grizzlies","Toronto Raptors",-4.5,1.9,1.9
2023-02-05,"23:10:00Z","New York Knicks","Philadelphia 76ers",5.5,1.9,1.9
2023-02-06,"00:10:00Z","Minnesota Timberwolves","Denver Nuggets",-2,1.9,1.9
2023-02-06,"00:10:00Z","New Orleans Pelicans","Sacramento Kings",-1.5,1.9,1.9
2023-02-07,"00:10:00Z","Detroit Pistons","Boston Celtics",-11,1.9,1.9
2023-02-07,"00:10:00Z","Washington Wizards","Cleveland Cavaliers",-2.5,1.9,1.9
2023-02-07,"00:40:00Z","Brooklyn Nets","Los Angeles Clippers",6.5,1.9,1.9
2023-02-07,"01:10:00Z","Chicago Bulls","San Antonio Spurs",-10.5,1.9,1.9
2023-02-07,"01:10:00Z","Houston Rockets","Sacramento Kings",5.5,1.9,1.9
2023-02-07,"02:10:00Z","Utah Jazz","Dallas Mavericks",9,1.9,1.9
2023-02-07,"03:10:00Z","Golden State Warriors","Oklahoma City Thunder",-4.5,1.9,1.9
2023-02-07,"03:10:00Z","Portland Trail Blazers","Milwaukee Bucks",-4.5,1.9,1.9
2023-02-08,"00:10:00Z","Orlando Magic","New York Knicks",-1.5,1.9,1.9
2023-02-08,"00:30:00Z","New Orleans Pelicans","Atlanta Hawks",2,1.9,1.9
2023-02-08,"00:30:00Z","Brooklyn Nets","Phoenix Suns",4.5,1.9,1.9
2023-02-08,"01:10:00Z","Memphis Grizzlies","Chicago Bulls",7.5,1.9,1.9
2023-02-08,"02:10:00Z","Denver Nuggets","Minnesota Timberwolves",-8,1.9,1.9
2023-02-08,"03:00:00Z","Los Angeles Lakers","Oklahoma City Thunder",-7,1.9,1.9
2023-02-09,"00:10:00Z","Washington Wizards","Charlotte Hornets",4.5,1.9,1.9
2023-02-09,"00:10:00Z","Cleveland Cavaliers","Detroit Pistons",-13,1.9,1.9
2023-02-09,"00:40:00Z","Boston Celtics","Philadelphia 76ers",-4.5,1.95,1.85
2023-02-09,"00:40:00Z","Miami Heat","Indiana Pacers",7,1.85,1.95
2023-02-09,"00:40:00Z","Toronto Raptors","San Antonio Spurs",11,1.9,1.9
2023-02-09,"01:10:00Z","Houston Rockets","Sacramento Kings",8,1.9,1.9
2023-02-09,"02:10:00Z","Utah Jazz","Minnesota Timberwolves",4,1.9,1.9
